Rank,Player,Team,Opp,Position,XP,XPA,FG,Att,10-19,20-29,30-39,40-49,50+,Miss,Pts
1,"Tucker, Justin",BAL,CIN,K,1.9,1.9,2.5,2.7,0.,0.5,0.7,0.8,0.6,0.2,10.7
2,"Bryant, Matt",ATL,CAR,K,3.6,3.7,1.8,2.,0.,0.6,0.4,0.4,0.3,0.2,9.4
3,"McManus, Brandon",DEN,KCC,K,2.2,2.3,2.2,2.5,0.,0.7,0.8,0.4,0.3,0.3,8.9
4,"Gostkowski, Stephen",NEP,NYJ,K,2.7,3.,1.9,2.1,0.,0.5,0.6,0.7,0.1,0.2,8.6
5,"Bailey, Dan",DAL,@PHI,K,2.6,2.6,1.9,2.1,0.,0.5,0.6,0.4,0.3,0.2,8.6
6,"Vinatieri, Adam",IND,HOU,K,2.6,2.7,1.7,1.9,0.,0.3,0.5,0.6,0.3,0.2,8.1
7,"Forbath, Kai",MIN,CHI,K,2.1,2.4,1.8,1.9,0.,0.5,0.6,0.5,0.2,0.2,7.7
8,"Prater, Matt",DET,GBP,K,1.8,1.9,1.7,2.,0.,0.4,0.4,0.5,0.5,0.3,7.6
9,"Walsh, Blair",SEA,ARZ,K,2.,2.3,1.8,2.1,0.,0.5,0.7,0.4,0.2,0.3,7.5
10,"Bullock, Randy",CIN,@BAL,K,2.2,2.5,1.8,2.1,0.,0.8,0.5,0.4,0.,0.3,7.3
11,"Crosby, Mason",GBP,@DET,K,2.8,2.9,1.5,1.7,0.,0.4,0.5,0.3,0.2,0.2,7.2
12,"Sturgis, Caleb",PHI,DAL,K,2.,2.1,1.8,2.1,0.,0.5,0.6,0.4,0.2,0.3,7.1
13,"Succop, Ryan",TEN,JAC,K,2.2,2.4,1.3,1.4,0.,0.2,0.4,0.5,0.2,0.1,6.6
14,"Myers, Jason",JAC,@TEN,K,1.8,2.1,1.6,1.9,0.,0.5,0.3,0.5,0.3,0.4,6.5
15,"Lutz, Wil",NOR,@TBB,K,2.7,2.7,1.4,1.8,0.1,0.3,0.5,0.4,0.1,0.4,6.5
16,"Fairbairn, Ka'imi",HOU,@IND,K,1.5,1.7,1.8,2.1,0.1,0.6,0.6,0.4,0.1,0.4,6.5
17,"Janikowski, Sebastian",OAK,@LAC,K,2.1,2.2,1.5,1.8,0.,0.5,0.3,0.5,0.2,0.3,6.4
18,"Koo, Younghoe",LAC,OAK,K,2.2,2.4,1.5,1.9,0.,0.3,0.6,0.5,0.1,0.4,6.2
19,"Folk, Nick",TBB,NOR,K,1.8,1.9,1.7,2.,0.,0.6,0.8,0.2,0.1,0.4,6.1
20,"Boswell, Chris",PIT,CLE,K,1.5,1.6,1.5,1.7,0.,0.3,0.6,0.5,0.,0.2,6.1
21,"Rosas, Aldrick",NYG,WAS,K,2.1,2.2,1.2,1.3,0.,0.3,0.4,0.4,0.,0.1,5.9
22,"Parkey, Cody",MIA,BUF,K,2.2,2.3,1.4,1.7,0.,0.5,0.5,0.3,0.1,0.3,5.9
23,"Hopkins, Dustin",WAS,@NYG,K,2.1,2.2,1.6,2.1,0.,0.6,0.5,0.4,0.1,0.5,5.8
24,"Gould, Robbie",SFO,@LAR,K,2.,2.2,1.2,1.3,0.,0.3,0.4,0.4,0.1,0.1,5.8
25,"Hauschka, Steven",BUF,@MIA,K,1.7,2.,1.5,1.7,0.,0.5,0.5,0.3,0.,0.3,5.6
26,"Gano, Graham",CAR,@ATL,K,1.9,2.,1.3,1.8,0.,0.3,0.3,0.6,0.1,0.5,5.2
27,"Catanzaro, Chandler",NYJ,@NEP,K,1.8,1.9,1.3,1.8,0.,0.4,0.4,0.3,0.2,0.4,5.1
28,"Barth, Connor",CHI,@MIN,K,2.,2.,1.2,1.5,0.,0.5,0.4,0.2,0.1,0.3,5.
29,"Santos, Cairo",KCC,@DEN,K,1.6,1.8,1.3,1.6,0.,0.3,0.6,0.3,0.1,0.3,4.8
30,"Zuerlein, Greg",LAR,SFO,K,1.6,1.7,1.2,1.5,0.,0.2,0.6,0.2,0.1,0.3,4.7
31,"Dawson, Phil",ARZ,@SEA,K,2.,2.2,1.,1.4,0.,0.2,0.3,0.4,0.1,0.4,4.5
32,"Gonzalez, Zane",CLE,@PIT,K,1.2,1.3,1.3,1.6,0.,0.5,0.5,0.3,0.,0.3,4.4
